0.43060847806 8.92065146675e+40 5.17622088996e+39
0.497463217399 1.1251141112e+41 6.11398351369e+39
1.34908666832 2.92682375774e+41 5.39140860352e+39
1.37906637206 3.06476071185e+41 1.12909957259e+40
1.50478126308 3.56120169695e+41 1.31199519049e+40
1.55894459451 3.69825260343e+41 5.44994644146e+39
1.63489317732 3.95181469327e+41 1.34670966124e+40
1.71234074531 4.19949019545e+41 1.3924344272e+40
1.90241206703 4.58349299184e+41 1.47754356916e+40
2.04181768942 5.25770931769e+41 1.64645994136e+40
2.28845071886 6.05893888153e+41 1.67414668176e+40
2.30843718802 6.11500155274e+41 1.12642491352e+40
2.57016000168 7.41304389371e+41 2.18485303851e+40
2.57825452169 7.3857834771e+41 8.84332536592e+39
2.7065676537 7.90672386354e+41 2.33035577633e+40
2.84167618522 8.34058613268e+41 2.3814087527e+40
3.11619033914 9.82644825734e+41 2.71514799293e+40
3.23780800398 1.03847625717e+42 2.86941593904e+40
3.28777417688 1.03370489218e+42 3.80830956047e+40
3.29776741147 1.01483765159e+42 9.34700019344e+39
3.30846017247 1.06855423933e+42 3.05094195754e+40
3.4348745899 1.10661504825e+42 3.15961338909e+40
3.57757797971 1.2894264411e+42 2.37521128143e+40
3.63993576349 1.2787821681e+42 3.53340570895e+40
3.72098089593 1.35892838959e+42 3.75485790277e+40
3.98810005626 1.38802270938e+42 3.83524847922e+40
4.03796629681 1.44942774936e+42 4.13841410403e+40
4.03966514669 1.480459638e+42 3.95430578016e+40
4.30708410406 1.63831184663e+42 3.01788194859e+40
4.55691496856 1.81466545425e+42 1.83850551444e+40
4.65564812622 1.55738709491e+42 4.15977891817e+40
4.71730638358 1.79968530968e+42 4.80695713674e+40
5.26643462376 2.32485874884e+42 4.28254807871e+40
5.30640756208 2.38999268465e+42 2.20126461121e+40
5.54624519201 2.63752492001e+42 3.88680036045e+40
5.55623842658 2.74407875623e+42 2.52738993524e+40
6.31572425468 3.23889278183e+42 8.9493914847e+40
6.5555618846 3.61740031153e+42 2.99857393178e+40
6.99646339428 3.86541895198e+42 9.96851078386e+40
7.92883218062 4.75550422273e+42 1.22639475089e+41
8.28439146698 5.22873427699e+42 9.63168448114e+40
8.29438470156 5.62855056049e+42 1.03681732926e+41
8.53422233148 6.52824690696e+42 1.20254752091e+41
8.5741952698 6.05893888153e+42 5.58048893919e+40
9.26162987657 6.03110058608e+42 1.55535769803e+41
9.26372845583 6.34448787374e+42 1.16869785606e+41
9.27372169041 6.58258645282e+42 6.06278617585e+40
9.32368786332 6.52223693747e+42 1.20144044362e+41
9.51725681713 6.18296191861e+42 1.59452114577e+41
10.2630519139 7.62775212646e+42 1.40508386716e+41
10.2930316176 7.55782047462e+42 6.96100990416e+40
10.3314056384 6.86114459027e+42 1.7694173565e+41
10.3529910251 7.48852996002e+42 1.37943819635e+41
10.5328692475 7.79823954516e+42 2.08290877488e+41
11.3023483102 8.51915601323e+42 1.56928653128e+41
11.5521791747 9.08649875986e+42 8.36897463679e+40
13.3009952262 1.06266547662e+43 9.78751074119e+40
13.5508260907 1.11274735759e+43 3.07463457343e+41
16.5188167611 1.18248753571e+43 3.26733380685e+40
17.3482552312 1.2089172419e+43 3.34036178384e+41
17.5181402191 1.1846677657e+43 1.30934320197e+41
18.5174636771 1.20004234695e+43 8.84223878097e+40
19.2369765669 1.15450700313e+43 1.06334024607e+41
19.566753308 1.30977462291e+43 7.11744735167e+41
19.6167194809 1.1439224193e+43 1.05359148409e+41
20.2263067903 1.17597089084e+43 2.16621843443e+41
20.2263067903 1.1439224193e+43 1.05359148409e+41
21.2256302483 1.12304348213e+43 1.03436127229e+41
22.2249537063 1.11274735759e+43 2.04975638229e+41
22.2249537063 1.09243742942e+43 1.006172056e+41
22.5147575092 1.11069948795e+43 1.32988964355e+41
22.5247507437 1.13343487552e+43 1.0439320993e+41
23.2142839298 1.07249819921e+43 9.87807346305e+40
24.1836276841 1.01483765159e+43 9.34700019344e+40
24.5034111906 1.05875767518e+43 5.85091113589e+40
24.5134044252 1.09243742942e+43 1.006172056e+41
25.232917315 9.96314776947e+42 9.17639821331e+40
25.5127278832 1.01017489612e+43 1.30256764799e+41
27.2015845273 9.08649875986e+42 2.51069239104e+41
27.2015845273 8.92065146675e+42 8.21622363485e+40
27.5013815647 8.99490480863e+42 7.45615214109e+40
27.5213680338 9.34106881805e+42 1.72068846505e+41
29.4900352461 7.84867907664e+42 1.15662409226e+41
31.4886821622 7.05986784764e+42 1.2354519313e+41
31.9225884076 6.46839557956e+42 1.66813149855e+41
31.9917415909 6.48629313204e+42 1.67274708996e+41
32.1982018174 6.70496587197e+42 6.17550178633e+40
32.2181882865 6.40319269725e+42 5.89755842091e+40
32.4979988548 6.71114421855e+42 6.79931147921e+40
